video_id,video_link,sign_system_label,primary_county,filename
1350,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/251008_151338_014_FH.MP4,County Route,Roane,251008_151338_014_FH.MP4
24162,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260423_073147_295_FH.MP4,County Route,Clay,260423_073147_295_FH.MP4
10497,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260223_074803_387_FH.MP4,County Route,Grant,260223_074803_387_FH.MP4
30379,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260514_132745_837_FH.MP4,County Route,Tucker,260514_132745_837_FH.MP4
27114,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260416_111106_067_FH.MP4,County Route,Pendleton,260416_111106_067_FH.MP4
17941,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260402_123859_574_FH.MP4,Municipal Non-State,Marion,260402_123859_574_FH.MP4
21555,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260410_141409_967_FH.MP4,Municipal Non-State,Harrison,260410_141409_967_FH.MP4
399,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/250826_092120_136_FH.MP4,Municipal Non-State,Kanawha,250826_092120_136_FH.MP4
25851,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260422_150453_907_FH.MP4,Municipal Non-State,Monongalia,260422_150453_907_FH.MP4
19447,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260407_154201_225_FH.MP4,Municipal Non-State,Raleigh,260407_154201_225_FH.MP4
5295,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260219_134711_004_FH.MP4,US Route,Wyoming,260219_134711_004_FH.MP4
15485,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260324_111930_432_FH.MP4,US Route,Hardy,260324_111930_432_FH.MP4
16684,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260319_124813_354_FH.MP4,US Route,Jefferson,260319_124813_354_FH.MP4
20525,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260409_133422_414_FH.MP4,US Route,Nicholas,260409_133422_414_FH.MP4
23406,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260407_071930_391_FH.MP4,US Route,Raleigh,260407_071930_391_FH.MP4
13008,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260325_113316_866_FH.MP4,County Route,Wyoming,260325_113316_866_FH.MP4
15389,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260326_150205_591_FH.MP4,County Route,Hardy,260326_150205_591_FH.MP4
18827,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260407_111431_136_FH.MP4,County Route,Randolph,260407_111431_136_FH.MP4
